shop_id,category,year,month,item_cnt_day
0,9,1,0,0
0,9,1,1,0
0,9,1,2,0
0,9,1,3,0
0,9,1,4,0
0,9,1,5,0
0,9,1,6,0
0,9,1,7,0
0,9,1,8,0
0,9,1,9,0
0,9,1,10,0
0,9,1,11,0
0,9,2,0,0
0,9,2,1,0
0,9,2,2,0
0,9,2,3,0
0,9,2,4,0
0,9,2,5,0
0,9,2,6,0
0,9,2,7,0
0,9,2,8,0
0,9,2,9,0
0,9,2,10,0
0,9,2,11,0
0,10,0,0,0
0,10,0,1,0
0,10,0,2,0
0,10,0,3,0
0,10,0,4,0
0,10,0,5,0
0,10,0,6,0
0,10,0,7,0
0,10,0,8,0
0,10,0,9,0
0,10,0,10,0
0,10,0,11,0
0,10,1,0,0
0,10,1,1,0
0,10,1,2,0
0,10,1,3,0
0,10,1,4,0
0,10,1,5,0
0,10,1,6,0
0,10,1,7,0
0,10,1,8,0
0,10,1,9,0
0,10,1,10,0
0,10,1,11,0
0,10,2,0,0
0,10,2,1,0
0,10,2,2,0
0,10,2,3,0
0,10,2,4,0
0,10,2,5,0
0,10,2,6,0
0,10,2,7,0
0,10,2,8,0
0,10,2,9,0
0,10,2,10,0
0,10,2,11,0
0,11,0,0,24
0,11,0,1,17
0,11,0,2,0
0,11,0,3,0
0,11,0,4,0
0,11,0,5,0
0,11,0,6,0
0,11,0,7,0
0,11,0,8,0
0,11,0,9,0
0,11,0,10,0
0,11,0,11,0
0,11,1,0,0
0,11,1,1,0
0,11,1,2,0
0,11,1,3,0
0,11,1,4,0
0,11,1,5,0
0,11,1,6,0
0,11,1,7,0
0,11,1,8,0
0,11,1,9,0
0,11,1,10,0
0,11,1,11,0
0,11,2,0,0
0,11,2,1,0
0,11,2,2,0
0,11,2,3,0
0,11,2,4,0
0,11,2,5,0
0,11,2,6,0
0,11,2,7,0
0,11,2,8,0
0,11,2,9,0
0,11,2,10,0
0,11,2,11,0
0,12,0,0,0
0,12,0,1,0
0,12,0,2,0
0,12,0,3,0
0,12,0,4,0
0,12,0,5,0
0,12,0,6,0
0,12,0,7,0
0,12,0,8,0
0,12,0,9,0
0,12,0,10,0
0,12,0,11,0
0,12,1,0,0
0,12,1,1,0
0,12,1,2,0
0,12,1,3,0
0,12,1,4,0
0,12,1,5,0
0,12,1,6,0
0,12,1,7,0
0,12,1,8,0
0,12,1,9,0
0,12,1,10,0
0,12,1,11,0
0,12,2,0,0
0,12,2,1,0
0,12,2,2,0
0,12,2,3,0
0,12,2,4,0
0,12,2,5,0
0,12,2,6,0
0,12,2,7,0
0,12,2,8,0
0,12,2,9,0
0,12,2,10,0
0,12,2,11,0
0,13,0,0,9
0,13,0,1,10
0,13,0,2,0
0,13,0,3,0
0,13,0,4,0
0,13,0,5,0
0,13,0,6,0
0,13,0,7,0
0,13,0,8,0
0,13,0,9,0
0,13,0,10,0
0,13,0,11,0
0,13,1,0,0
0,13,1,1,0
0,13,1,2,0
0,13,1,3,0
0,13,1,4,0
0,13,1,5,0
0,13,1,6,0
0,13,1,7,0
0,13,1,8,0
0,13,1,9,0
0,13,1,10,0
0,13,1,11,0
0,13,2,0,0
0,13,2,1,0
0,13,2,2,0
0,13,2,3,0
0,13,2,4,0
0,13,2,5,0
0,13,2,6,0
0,13,2,7,0
0,13,2,8,0
0,13,2,9,0
0,13,2,10,0
0,13,2,11,0
0,14,0,0,8
0,14,0,1,7
0,14,0,2,0
0,14,0,3,0
0,14,0,4,0
0,14,0,5,0
0,14,0,6,0
0,14,0,7,0
0,14,0,8,0
0,14,0,9,0
0,14,0,10,0
0,14,0,11,0
0,14,1,0,0
0,14,1,1,0
0,14,1,2,0
0,14,1,3,0
0,14,1,4,0
0,14,1,5,0
0,14,1,6,0
0,14,1,7,0
0,14,1,8,0
0,14,1,9,0
0,14,1,10,0
0,14,1,11,0
0,14,2,0,0
0,14,2,1,0
0,14,2,2,0
0,14,2,3,0
0,14,2,4,0
0,14,2,5,0
0,14,2,6,0
0,14,2,7,0
0,14,2,8,0
0,14,2,9,0
0,14,2,10,0
0,14,2,11,0
0,15,0,0,6
0,15,0,1,24
0,15,0,2,0
0,15,0,3,0
0,15,0,4,0
0,15,0,5,0
0,15,0,6,0
0,15,0,7,0
0,15,0,8,0
0,15,0,9,0
0,15,0,10,0
0,15,0,11,0
0,15,1,0,0
0,15,1,1,0
0,15,1,2,0
0,15,1,3,0
0,15,1,4,0
0,15,1,5,0
0,15,1,6,0
0,15,1,7,0
0,15,1,8,0
0,15,1,9,0
0,15,1,10,0
0,15,1,11,0
0,15,2,0,0
0,15,2,1,0
0,15,2,2,0
0,15,2,3,0
0,15,2,4,0
0,15,2,5,0
0,15,2,6,0
0,15,2,7,0
0,15,2,8,0
0,15,2,9,0
0,15,2,10,0
0,15,2,11,0
0,16,0,0,0
0,16,0,1,0
0,16,0,2,0
0,16,0,3,0
0,16,0,4,0
0,16,0,5,0
0,16,0,6,0
0,16,0,7,0
0,16,0,8,0
0,16,0,9,0
0,16,0,10,0
0,16,0,11,0
0,16,1,0,0
0,16,1,1,0
0,16,1,2,0
0,16,1,3,0
0,16,1,4,0
0,16,1,5,0
0,16,1,6,0
0,16,1,7,0
0,16,1,8,0
0,16,1,9,0
0,16,1,10,0
0,16,1,11,0
0,16,2,0,0
0,16,2,1,0
0,16,2,2,0
0,16,2,3,0
0,16,2,4,0
0,16,2,5,0
0,16,2,6,0
0,16,2,7,0
0,16,2,8,0
0,16,2,9,0
0,16,2,10,0
0,16,2,11,0
0,17,0,0,0
0,17,0,1,0
0,17,0,2,0
0,17,0,3,0
0,17,0,4,0
0,17,0,5,0
0,17,0,6,0
0,17,0,7,0
0,17,0,8,0
0,17,0,9,0
0,17,0,10,0
0,17,0,11,0
0,17,1,0,0
0,17,1,1,0
0,17,1,2,0
0,17,1,3,0
0,17,1,4,0
0,17,1,5,0
0,17,1,6,0
0,17,1,7,0
0,17,1,8,0
0,17,1,9,0
0,17,1,10,0
0,17,1,11,0
0,17,2,0,0
0,17,2,1,0
0,17,2,2,0
0,17,2,3,0
0,17,2,4,0
0,17,2,5,0
0,17,2,6,0
0,17,2,7,0
0,17,2,8,0
0,17,2,9,0
0,17,2,10,0
0,17,2,11,0
0,18,0,0,0
0,18,0,1,0
0,18,0,2,0
0,18,0,3,0
0,18,0,4,0
0,18,0,5,0
0,18,0,6,0
0,18,0,7,0
0,18,0,8,0
0,18,0,9,0
0,18,0,10,0
0,18,0,11,0
0,18,1,0,0
0,18,1,1,0
0,18,1,2,0
0,18,1,3,0
0,18,1,4,0
0,18,1,5,0
0,18,1,6,0
0,18,1,7,0
0,18,1,8,0
0,18,1,9,0
0,18,1,10,0
0,18,1,11,0
0,18,2,0,0
0,18,2,1,0
0,18,2,2,0
0,18,2,3,0
0,18,2,4,0
0,18,2,5,0
0,18,2,6,0
0,18,2,7,0
0,18,2,8,0
0,18,2,9,0
0,18,2,10,0
0,18,2,11,0
0,19,0,0,345
0,19,0,1,400
0,19,0,2,0
0,19,0,3,0
0,19,0,4,0
0,19,0,5,0
0,19,0,6,0
0,19,0,7,0
0,19,0,8,0
0,19,0,9,0
0,19,0,10,0
0,19,0,11,0
0,19,1,0,0
0,19,1,1,0
0,19,1,2,0
0,19,1,3,0
0,19,1,4,0
0,19,1,5,0
0,19,1,6,0
0,19,1,7,0
0,19,1,8,0
0,19,1,9,0
0,19,1,10,0
0,19,1,11,0
0,19,2,0,0
0,19,2,1,0
0,19,2,2,0
0,19,2,3,0
0,19,2,4,0
0,19,2,5,0
0,19,2,6,0
0,19,2,7,0
0,19,2,8,0
0,19,2,9,0
0,19,2,10,0
0,19,2,11,0
0,20,0,0,0
0,20,0,1,0
0,20,0,2,0
0,20,0,3,0
0,20,0,4,0
0,20,0,5,0
0,20,0,6,0
0,20,0,7,0
0,20,0,8,0
0,20,0,9,0
0,20,0,10,0
0,20,0,11,0
0,20,1,0,0
0,20,1,1,0
0,20,1,2,0
0,20,1,3,0
0,20,1,4,0
0,20,1,5,0
0,20,1,6,0
0,20,1,7,0
0,20,1,8,0
0,20,1,9,0
0,20,1,10,0
0,20,1,11,0
0,20,2,0,0
0,20,2,1,0
0,20,2,2,0
0,20,2,3,0
0,20,2,4,0
0,20,2,5,0
0,20,2,6,0
0,20,2,7,0
0,20,2,8,0
0,20,2,9,0
0,20,2,10,0
0,20,2,11,0
0,21,0,0,201
0,21,0,1,190
0,21,0,2,0
0,21,0,3,0
0,21,0,4,0
0,21,0,5,0
0,21,0,6,0
0,21,0,7,0
0,21,0,8,0
0,21,0,9,0
0,21,0,10,0
0,21,0,11,0
0,21,1,0,0
0,21,1,1,0
0,21,1,2,0
0,21,1,3,0
0,21,1,4,0
0,21,1,5,0
0,21,1,6,0
0,21,1,7,0
0,21,1,8,0
0,21,1,9,0
0,21,1,10,0
0,21,1,11,0
0,21,2,0,0
0,21,2,1,0
0,21,2,2,0
0,21,2,3,0
0,21,2,4,0
0,21,2,5,0
0,21,2,6,0
0,21,2,7,0
0,21,2,8,0
0,21,2,9,0
0,21,2,10,0
0,21,2,11,0
0,22,0,0,72
0,22,0,1,54
0,22,0,2,0
0,22,0,3,0
0,22,0,4,0
0,22,0,5,0
0,22,0,6,0
0,22,0,7,0
0,22,0,8,0
0,22,0,9,0
0,22,0,10,0
0,22,0,11,0
0,22,1,0,0
0,22,1,1,0
0,22,1,2,0
0,22,1,3,0
0,22,1,4,0
0,22,1,5,0
0,22,1,6,0
0,22,1,7,0
0,22,1,8,0
0,22,1,9,0
0,22,1,10,0
0,22,1,11,0
0,22,2,0,0
0,22,2,1,0
0,22,2,2,0
0,22,2,3,0
0,22,2,4,0
0,22,2,5,0
0,22,2,6,0
0,22,2,7,0
0,22,2,8,0
0,22,2,9,0
0,22,2,10,0
0,22,2,11,0
0,23,0,0,259
0,23,0,1,359
0,23,0,2,0
0,23,0,3,0
0,23,0,4,0
0,23,0,5,0
0,23,0,6,0
0,23,0,7,0
0,23,0,8,0
0,23,0,9,0
0,23,0,10,0
0,23,0,11,0
0,23,1,0,0
0,23,1,1,0
0,23,1,2,0
0,23,1,3,0
0,23,1,4,0
0,23,1,5,0
0,23,1,6,0
0,23,1,7,0
0,23,1,8,0
0,23,1,9,0
0,23,1,10,0
0,23,1,11,0
0,23,2,0,0
0,23,2,1,0
0,23,2,2,0
0,23,2,3,0
0,23,2,4,0
0,23,2,5,0
0,23,2,6,0
0,23,2,7,0
0,23,2,8,0
0,23,2,9,0
0,23,2,10,0
0,23,2,11,0
0,24,0,0,0
0,24,0,1,0
0,24,0,2,0
0,24,0,3,0
0,24,0,4,0
0,24,0,5,0
0,24,0,6,0
0,24,0,7,0
0,24,0,8,0
0,24,0,9,0
0,24,0,10,0
0,24,0,11,0
0,24,1,0,0
0,24,1,1,0
0,24,1,2,0
0,24,1,3,0
0,24,1,4,0
0,24,1,5,0
0,24,1,6,0
0,24,1,7,0
0,24,1,8,0
0,24,1,9,0
0,24,1,10,0
0,24,1,11,0
0,24,2,0,0
0,24,2,1,0
0,24,2,2,0
0,24,2,3,0
0,24,2,4,0
0,24,2,5,0
0,24,2,6,0
0,24,2,7,0
0,24,2,8,0
0,24,2,9,0
0,24,2,10,0
0,24,2,11,0
0,25,0,0,22
0,25,0,1,17
0,25,0,2,0
0,25,0,3,0
0,25,0,4,0
0,25,0,5,0
0,25,0,6,0
0,25,0,7,0
0,25,0,8,0
0,25,0,9,0
0,25,0,10,0
0,25,0,11,0
0,25,1,0,0
0,25,1,1,0
0,25,1,2,0
0,25,1,3,0
0,25,1,4,0
0,25,1,5,0
0,25,1,6,0
0,25,1,7,0
0,25,1,8,0
0,25,1,9,0
0,25,1,10,0
0,25,1,11,0
0,25,2,0,0
0,25,2,1,0
0,25,2,2,0
0,25,2,3,0
0,25,2,4,0
0,25,2,5,0
0,25,2,6,0
0,25,2,7,0
0,25,2,8,0
0,25,2,9,0
0,25,2,10,0
0,25,2,11,0
0,26,0,0,0
0,26,0,1,0
0,26,0,2,0
0,26,0,3,0
0,26,0,4,0
0,26,0,5,0
0,26,0,6,0
0,26,0,7,0
0,26,0,8,0
0,26,0,9,0
0,26,0,10,0
0,26,0,11,0
0,26,1,0,0
0,26,1,1,0
0,26,1,2,0
0,26,1,3,0
0,26,1,4,0
0,26,1,5,0
0,26,1,6,0
0,26,1,7,0
0,26,1,8,0
0,26,1,9,0
0,26,1,10,0
0,26,1,11,0
0,26,2,0,0
0,26,2,1,0
0,26,2,2,0
0,26,2,3,0
0,26,2,4,0
0,26,2,5,0
0,26,2,6,0
0,26,2,7,0
0,26,2,8,0
0,26,2,9,0
0,26,2,10,0
0,26,2,11,0
0,27,0,0,0
0,27,0,1,0
0,27,0,2,0
0,27,0,3,0
0,27,0,4,0
0,27,0,5,0
0,27,0,6,0
0,27,0,7,0
0,27,0,8,0
0,27,0,9,0
0,27,0,10,0
0,27,0,11,0
0,27,1,0,0
0,27,1,1,0
0,27,1,2,0
0,27,1,3,0
0,27,1,4,0
0,27,1,5,0
0,27,1,6,0
0,27,1,7,0
0,27,1,8,0
0,27,1,9,0
0,27,1,10,0
0,27,1,11,0
0,27,2,0,0
0,27,2,1,0
0,27,2,2,0
0,27,2,3,0
0,27,2,4,0
0,27,2,5,0
0,27,2,6,0
0,27,2,7,0
0,27,2,8,0
0,27,2,9,0
0,27,2,10,0
0,27,2,11,0
0,28,0,0,154
0,28,0,1,169
0,28,0,2,0
0,28,0,3,0
0,28,0,4,0
0,28,0,5,0
0,28,0,6,0
0,28,0,7,0
0,28,0,8,0
0,28,0,9,0
0,28,0,10,0
0,28,0,11,0
0,28,1,0,0
0,28,1,1,0
0,28,1,2,0
0,28,1,3,0
0,28,1,4,0
0,28,1,5,0
0,28,1,6,0
0,28,1,7,0
0,28,1,8,0
0,28,1,9,0
0,28,1,10,0
0,28,1,11,0
0,28,2,0,0
0,28,2,1,0
0,28,2,2,0
0,28,2,3,0
0,28,2,4,0
0,28,2,5,0
0,28,2,6,0
0,28,2,7,0
0,28,2,8,0
0,28,2,9,0
0,28,2,10,0
0,28,2,11,0
0,29,0,0,8
0,29,0,1,14
0,29,0,2,0
0,29,0,3,0
0,29,0,4,0
0,29,0,5,0
0,29,0,6,0
0,29,0,7,0
0,29,0,8,0
0,29,0,9,0
0,29,0,10,0
0,29,0,11,0
0,29,1,0,0
0,29,1,1,0
0,29,1,2,0
0,29,1,3,0
0,29,1,4,0
0,29,1,5,0
0,29,1,6,0
0,29,1,7,0
0,29,1,8,0
0,29,1,9,0
0,29,1,10,0
0,29,1,11,0
0,29,2,0,0
0,29,2,1,0
0,29,2,2,0
0,29,2,3,0
0,29,2,4,0
0,29,2,5,0
0,29,2,6,0
0,29,2,7,0
0,29,2,8,0
0,29,2,9,0
0,29,2,10,0
0,29,2,11,0
0,30,0,0,761
0,30,0,1,739
0,30,0,2,0
0,30,0,3,0
0,30,0,4,0
0,30,0,5,0
0,30,0,6,0
0,30,0,7,0
0,30,0,8,0
0,30,0,9,0
0,30,0,10,0
0,30,0,11,0
0,30,1,0,0
0,30,1,1,0
0,30,1,2,0
0,30,1,3,0
0,30,1,4,0
0,30,1,5,0
0,30,1,6,0
0,30,1,7,0
0,30,1,8,0
0,30,1,9,0
0,30,1,10,0
0,30,1,11,0
0,30,2,0,0
0,30,2,1,0
0,30,2,2,0
0,30,2,3,0
0,30,2,4,0
0,30,2,5,0
0,30,2,6,0
0,30,2,7,0
0,30,2,8,0
0,30,2,9,0
0,30,2,10,0
0,30,2,11,0
0,31,0,0,0
0,31,0,1,0
0,31,0,2,0
0,31,0,3,0
0,31,0,4,0
0,31,0,5,0
0,31,0,6,0
0,31,0,7,0
0,31,0,8,0
0,31,0,9,0
0,31,0,10,0
0,31,0,11,0
0,31,1,0,0
0,31,1,1,0
0,31,1,2,0
0,31,1,3,0
0,31,1,4,0
0,31,1,5,0
0,31,1,6,0
0,31,1,7,0
0,31,1,8,0
0,31,1,9,0
0,31,1,10,0
0,31,1,11,0
0,31,2,0,0
0,31,2,1,0
0,31,2,2,0
0,31,2,3,0
0,31,2,4,0
0,31,2,5,0
0,31,2,6,0
0,31,2,7,0
0,31,2,8,0
0,31,2,9,0
0,31,2,10,0
0,31,2,11,0
0,32,0,0,0
0,32,0,1,0
0,32,0,2,0
0,32,0,3,0
0,32,0,4,0
0,32,0,5,0
0,32,0,6,0
0,32,0,7,0
0,32,0,8,0
0,32,0,9,0
0,32,0,10,0
0,32,0,11,0
0,32,1,0,0
0,32,1,1,0
0,32,1,2,0
0,32,1,3,0
0,32,1,4,0
0,32,1,5,0
0,32,1,6,0
0,32,1,7,0
0,32,1,8,0
0,32,1,9,0
0,32,1,10,0
0,32,1,11,0
0,32,2,0,0
0,32,2,1,0
0,32,2,2,0
0,32,2,3,0
0,32,2,4,0
0,32,2,5,0
0,32,2,6,0
0,32,2,7,0
0,32,2,8,0
0,32,2,9,0
0,32,2,10,0
0,32,2,11,0
0,33,0,0,2
0,33,0,1,15
0,33,0,2,0
0,33,0,3,0
0,33,0,4,0
0,33,0,5,0
0,33,0,6,0
0,33,0,7,0
0,33,0,8,0
0,33,0,9,0
0,33,0,10,0
0,33,0,11,0
0,33,1,0,0
0,33,1,1,0
0,33,1,2,0
0,33,1,3,0
0,33,1,4,0
0,33,1,5,0
0,33,1,6,0
0,33,1,7,0
0,33,1,8,0
0,33,1,9,0
0,33,1,10,0
0,33,1,11,0
0,33,2,0,0
0,33,2,1,0
0,33,2,2,0
0,33,2,3,0
0,33,2,4,0
0,33,2,5,0
0,33,2,6,0
0,33,2,7,0
0,33,2,8,0
0,33,2,9,0
0,33,2,10,0
0,33,2,11,0
0,34,0,0,0
0,34,0,1,0
0,34,0,2,0
0,34,0,3,0
0,34,0,4,0
0,34,0,5,0
0,34,0,6,0
0,34,0,7,0
0,34,0,8,0
0,34,0,9,0
0,34,0,10,0
0,34,0,11,0
0,34,1,0,0
0,34,1,1,0
0,34,1,2,0
0,34,1,3,0
0,34,1,4,0
0,34,1,5,0
0,34,1,6,0
0,34,1,7,0
0,34,1,8,0
0,34,1,9,0
0,34,1,10,0
0,34,1,11,0
0,34,2,0,0
0,34,2,1,0
0,34,2,2,0
0,34,2,3,0
0,34,2,4,0
0,34,2,5,0
0,34,2,6,0
0,34,2,7,0
0,34,2,8,0
0,34,2,9,0
0,34,2,10,0
0,34,2,11,0
0,35,0,0,12
0,35,0,1,8
0,35,0,2,0
0,35,0,3,0
0,35,0,4,0
0,35,0,5,0
0,35,0,6,0
0,35,0,7,0
0,35,0,8,0
0,35,0,9,0
0,35,0,10,0
0,35,0,11,0
0,35,1,0,0
0,35,1,1,0
0,35,1,2,0
0,35,1,3,0
0,35,1,4,0
0,35,1,5,0
0,35,1,6,0
0,35,1,7,0
0,35,1,8,0
0,35,1,9,0
0,35,1,10,0
0,35,1,11,0
0,35,2,0,0
0,35,2,1,0
0,35,2,2,0
0,35,2,3,0
0,35,2,4,0
0,35,2,5,0
0,35,2,6,0
0,35,2,7,0
0,35,2,8,0
0,35,2,9,0
0,35,2,10,0
0,35,2,11,0
0,36,0,0,0
0,36,0,1,0
0,36,0,2,0
0,36,0,3,0
0,36,0,4,0
0,36,0,5,0
0,36,0,6,0
0,36,0,7,0
0,36,0,8,0
0,36,0,9,0
0,36,0,10,0
0,36,0,11,0
0,36,1,0,0
0,36,1,1,0
0,36,1,2,0
0,36,1,3,0
0,36,1,4,0
0,36,1,5,0
0,36,1,6,0
0,36,1,7,0
0,36,1,8,0
0,36,1,9,0
0,36,1,10,0
0,36,1,11,0
0,36,2,0,0
0,36,2,1,0
0,36,2,2,0
0,36,2,3,0
0,36,2,4,0
0,36,2,5,0
0,36,2,6,0
0,36,2,7,0
0,36,2,8,0
0,36,2,9,0
0,36,2,10,0
0,36,2,11,0
0,37,0,0,302
0,37,0,1,315
0,37,0,2,0
0,37,0,3,0
0,37,0,4,0
0,37,0,5,0
0,37,0,6,0
0,37,0,7,0
0,37,0,8,0
0,37,0,9,0
0,37,0,10,0
0,37,0,11,0
0,37,1,0,0
0,37,1,1,0
0,37,1,2,0
0,37,1,3,0
0,37,1,4,0
0,37,1,5,0
0,37,1,6,0
0,37,1,7,0
0,37,1,8,0
0,37,1,9,0
0,37,1,10,0
0,37,1,11,0
0,37,2,0,0
0,37,2,1,0
0,37,2,2,0
0,37,2,3,0
0,37,2,4,0
0,37,2,5,0
0,37,2,6,0
0,37,2,7,0
0,37,2,8,0
0,37,2,9,0
0,37,2,10,0
0,37,2,11,0
0,38,0,0,47
0,38,0,1,69
0,38,0,2,0
0,38,0,3,0
0,38,0,4,0
0,38,0,5,0
0,38,0,6,0
0,38,0,7,0
0,38,0,8,0
0,38,0,9,0
0,38,0,10,0
0,38,0,11,0
0,38,1,0,0
0,38,1,1,0
0,38,1,2,0
0,38,1,3,0
0,38,1,4,0
0,38,1,5,0
0,38,1,6,0
0,38,1,7,0
0,38,1,8,0
0,38,1,9,0
0,38,1,10,0
0,38,1,11,0
0,38,2,0,0
0,38,2,1,0
0,38,2,2,0
0,38,2,3,0
